Hour,Series,Parallel,Total Capacity (kWh),Effective Capacity (kWh),Effective Load (kW),Length of Discharge (hours),Total Cost ($)
1,4,6,8.88,7.992000000000001,1.9438815668528129,4.111361585129502,1332.0000000000002
2,4,6,8.88,7.992000000000001,5.062671819539148,1.57861308907191,1332.0000000000002
3,4,6,8.88,7.992000000000001,0.0,inf,1332.0000000000002
4,4,6,8.88,7.992000000000001,0.0,inf,1332.0000000000002
5,4,6,8.88,7.992000000000001,0.0,inf,1332.0000000000002
6,4,6,8.88,7.992000000000001,0.0,inf,1332.0000000000002
7,4,6,8.88,7.992000000000001,4.435640284987604,1.8017691892304415,1332.0000000000002
8,4,6,8.88,7.992000000000001,2.5555782580045996,3.127276566455128,1332.0000000000002
9,4,6,8.88,7.992000000000001,2.6984695815201416,2.961678743659519,1332.0000000000002
10,4,6,8.88,7.992000000000001,0.0,inf,1332.0000000000002
11,4,6,8.88,7.992000000000001,4.521797588762503,1.7674386885121942,1332.0000000000002
12,4,6,8.88,7.992000000000001,0.0,inf,1332.0000000000002
13,4,6,8.88,7.992000000000001,0.0,inf,1332.0000000000002
14,4,6,8.88,7.992000000000001,3.4409289115156465,2.3226286289302376,1332.0000000000002
15,4,6,8.88,7.992000000000001,0.0,inf,1332.0000000000002
16,4,6,8.88,7.992000000000001,0.0,inf,1332.0000000000002
17,4,6,8.88,7.992000000000001,5.71595485232165,1.3981915894164016,1332.0000000000002
18,4,6,8.88,7.992000000000001,3.9256390768376175,2.0358468630381905,1332.0000000000002
19,4,6,8.88,7.992000000000001,0.0,inf,1332.0000000000002
20,4,6,8.88,7.992000000000001,4.4017606040566335,1.8156371322499063,1332.0000000000002
21,4,6,8.88,7.992000000000001,0.0,inf,1332.0000000000002
22,4,6,8.88,7.992000000000001,0.0,inf,1332.0000000000002
23,4,6,8.88,7.992000000000001,0.28544065307764477,27.9988148633686,1332.0000000000002
0,4,7,10.36,9.324,0.0,inf,1554.0
1,4,7,10.36,9.324,1.9438815668528129,4.796588515984419,1554.0
2,4,7,10.36,9.324,5.062671819539148,1.8417152705838948,1554.0
3,4,7,10.36,9.324,0.0,inf,1554.0
4,4,7,10.36,9.324,0.0,inf,1554.0
5,4,7,10.36,9.324,0.0,inf,1554.0
6,4,7,10.36,9.324,0.0,inf,1554.0
7,4,7,10.36,9.324,4.435640284987604,2.102064054102182,1554.0
8,4,7,10.36,9.324,2.5555782580045996,3.648489327530982,1554.0
9,4,7,10.36,9.324,2.6984695815201416,3.4552918676027717,1554.0
10,4,7,10.36,9.324,0.0,inf,1554.0
11,4,7,10.36,9.324,4.521797588762503,2.0620118032642263,1554.0
12,4,7,10.36,9.324,0.0,inf,1554.0
13,4,7,10.36,9.324,0.0,inf,1554.0
14,4,7,10.36,9.324,3.4409289115156465,2.70973340041861,1554.0
15,4,7,10.36,9.324,0.0,inf,1554.0
16,4,7,10.36,9.324,0.0,inf,1554.0
17,4,7,10.36,9.324,5.71595485232165,1.6312235209858017,1554.0
18,4,7,10.36,9.324,3.9256390768376175,2.375154673544555,1554.0
19,4,7,10.36,9.324,0.0,inf,1554.0
20,4,7,10.36,9.324,4.4017606040566335,2.1182433209582237,1554.0
21,4,7,10.36,9.324,0.0,inf,1554.0
22,4,7,10.36,9.324,0.0,inf,1554.0
23,4,7,10.36,9.324,0.28544065307764477,32.66528400726337,1554.0
0,4,8,11.84,10.656,0.0,inf,1776.0
1,4,8,11.84,10.656,1.9438815668528129,5.481815446839335,1776.0
2,4,8,11.84,10.656,5.062671819539148,2.10481745209588,1776.0
3,4,8,11.84,10.656,0.0,inf,1776.0
4,4,8,11.84,10.656,0.0,inf,1776.0
5,4,8,11.84,10.656,0.0,inf,1776.0
6,4,8,11.84,10.656,0.0,inf,1776.0
7,4,8,11.84,10.656,4.435640284987604,2.402358918973922,1776.0
8,4,8,11.84,10.656,2.5555782580045996,4.1697020886068366,1776.0
9,4,8,11.84,10.656,2.6984695815201416,3.948904991546025,1776.0
10,4,8,11.84,10.656,0.0,inf,1776.0
11,4,8,11.84,10.656,4.521797588762503,2.356584918016259,1776.0
12,4,8,11.84,10.656,0.0,inf,1776.0
13,4,8,11.84,10.656,0.0,inf,1776.0
14,4,8,11.84,10.656,3.4409289115156465,3.0968381719069833,1776.0
15,4,8,11.84,10.656,0.0,inf,1776.0
16,4,8,11.84,10.656,0.0,inf,1776.0
17,4,8,11.84,10.656,5.71595485232165,1.8642554525552022,1776.0
18,4,8,11.84,10.656,3.9256390768376175,2.7144624840509204,1776.0
19,4,8,11.84,10.656,0.0,inf,1776.0
20,4,8,11.84,10.656,4.4017606040566335,2.4208495096665414,1776.0
21,4,8,11.84,10.656,0.0,inf,1776.0
22,4,8,11.84,10.656,0.0,inf,1776.0
23,4,8,11.84,10.656,0.28544065307764477,37.33175315115813,1776.0
0,4,9,13.32,11.988000000000001,0.0,inf,1998.0
1,4,9,13.32,11.988000000000001,1.9438815668528129,6.167042377694253,1998.0
2,4,9,13.32,11.988000000000001,5.062671819539148,2.367919633607865,1998.0
3,4,9,13.32,11.988000000000001,0.0,inf,1998.0
4,4,9,13.32,11.988000000000001,0.0,inf,1998.0
5,4,9,13.32,11.988000000000001,0.0,inf,1998.0
6,4,9,13.32,11.988000000000001,0.0,inf,1998.0
7,4,9,13.32,11.988000000000001,4.435640284987604,2.7026537838456623,1998.0
8,4,9,13.32,11.988000000000001,2.5555782580045996,4.690914849682692,1998.0
9,4,9,13.32,11.988000000000001,2.6984695815201416,4.442518115489278,1998.0
10,4,9,13.32,11.988000000000001,0.0,inf,1998.0
11,4,9,13.32,11.988000000000001,4.521797588762503,2.6511580327682913,1998.0
12,4,9,13.32,11.988000000000001,0.0,inf,1998.0
13,4,9,13.32,11.988000000000001,0.0,inf,1998.0
14,4,9,13.32,11.988000000000001,3.4409289115156465,3.4839429433953564,1998.0
15,4,9,13.32,11.988000000000001,0.0,inf,1998.0
16,4,9,13.32,11.988000000000001,0.0,inf,1998.0
17,4,9,13.32,11.988000000000001,5.71595485232165,2.0972873841246025,1998.0
18,4,9,13.32,11.988000000000001,3.9256390768376175,3.0537702945572853,1998.0
19,4,9,13.32,11.988000000000001,0.0,inf,1998.0
20,4,9,13.32,11.988000000000001,4.4017606040566335,2.7234556983748592,1998.0
21,4,9,13.32,11.988000000000001,0.0,inf,1998.0
22,4,9,13.32,11.988000000000001,0.0,inf,1998.0
23,4,9,13.32,11.988000000000001,0.28544065307764477,41.998222295052905,1998.0
0,4,10,14.8,13.32,0.0,inf,2220.0
1,4,10,14.8,13.32,1.9438815668528129,6.852269308549169,2220.0
2,4,10,14.8,13.32,5.062671819539148,2.63102181511985,2220.0
3,4,10,14.8,13.32,0.0,inf,2220.0
4,4,10,14.8,13.32,0.0,inf,2220.0
5,4,10,14.8,13.32,0.0,inf,2220.0
6,4,10,14.8,13.32,0.0,inf,2220.0
7,4,10,14.8,13.32,4.435640284987604,3.0029486487174024,2220.0
8,4,10,14.8,13.32,2.5555782580045996,5.212127610758546,2220.0
9,4,10,14.8,13.32,2.6984695815201416,4.936131239432531,2220.0
10,4,10,14.8,13.32,0.0,inf,2220.0
11,4,10,14.8,13.32,4.521797588762503,2.9457311475203234,2220.0
12,4,10,14.8,13.32,0.0,inf,2220.0
13,4,10,14.8,13.32,0.0,inf,2220.0
14,4,10,14.8,13.32,3.4409289115156465,3.871047714883729,2220.0
15,4,10,14.8,13.32,0.0,inf,2220.0
16,4,10,14.8,13.32,0.0,inf,2220.0
17,4,10,14.8,13.32,5.71595485232165,2.3303193156940027,2220.0
18,4,10,14.8,13.32,3.9256390768376175,3.3930781050636503,2220.0
19,4,10,14.8,13.32,0.0,inf,2220.0
20,4,10,14.8,13.32,4.4017606040566335,3.0260618870831766,2220.0
21,4,10,14.8,13.32,0.0,inf,2220.0
22,4,10,14.8,13.32,0.0,inf,2220.0
23,4,10,14.8,13.32,0.28544065307764477,46.66469143894766,2220.0
0,5,1,1.85,1.665,0.0,inf,277.5
1,5,1,1.85,1.665,1.9438815668528129,0.8565336635686461,277.5
2,5,1,1.85,1.665,5.062671819539148,0.32887772688998124,277.5
3,5,1,1.85,1.665,0.0,inf,277.5
4,5,1,1.85,1.665,0.0,inf,277.5
5,5,1,1.85,1.665,0.0,inf,277.5
6,5,1,1.85,1.665,0.0,inf,277.5
7,5,1,1.85,1.665,4.435640284987604,0.3753685810896753,277.5
8,5,1,1.85,1.665,2.5555782580045996,0.6515159513448182,277.5
9,5,1,1.85,1.665,2.6984695815201416,0.6170164049290664,277.5
10,5,1,1.85,1.665,0.0,inf,277.5
11,5,1,1.85,1.665,4.521797588762503,0.3682163934400404,277.5
12,5,1,1.85,1.665,0.0,inf,277.5
13,5,1,1.85,1.665,0.0,inf,277.5
14,5,1,1.85,1.665,3.4409289115156465,0.4838809643604661,277.5
15,5,1,1.85,1.665,0.0,inf,277.5
16,5,1,1.85,1.665,0.0,inf,277.5
17,5,1,1.85,1.665,5.71595485232165,0.29128991446175034,277.5
18,5,1,1.85,1.665,3.9256390768376175,0.4241347631329563,277.5
19,5,1,1.85,1.665,0.0,inf,277.5
20,5,1,1.85,1.665,4.4017606040566335,0.3782577358853971,277.5
21,5,1,1.85,1.665,0.0,inf,277.5
22,5,1,1.85,1.665,0.0,inf,277.5
23,5,1,1.85,1.665,0.28544065307764477,5.833086429868458,277.5
0,5,2,3.7,3.33,0.0,inf,555.0
1,5,2,3.7,3.33,1.9438815668528129,1.7130673271372923,555.0
2,5,2,3.7,3.33,5.062671819539148,0.6577554537799625,555.0
3,5,2,3.7,3.33,0.0,inf,555.0
4,5,2,3.7,3.33,0.0,inf,555.0
5,5,2,3.7,3.33,0.0,inf,555.0
6,5,2,3.7,3.33,0.0,inf,555.0
7,5,2,3.7,3.33,4.435640284987604,0.7507371621793506,555.0
8,5,2,3.7,3.33,2.5555782580045996,1.3030319026896364,555.0
9,5,2,3.7,3.33,2.6984695815201416,1.2340328098581328,555.0
10,5,2,3.7,3.33,0.0,inf,555.0
11,5,2,3.7,3.33,4.521797588762503,0.7364327868800808,555.0
12,5,2,3.7,3.33,0.0,inf,555.0
13,5,2,3.7,3.33,0.0,inf,555.0
14,5,2,3.7,3.33,3.4409289115156465,0.9677619287209323,555.0
15,5,2,3.7,3.33,0.0,inf,555.0
16,5,2,3.7,3.33,0.0,inf,555.0
17,5,2,3.7,3.33,5.71595485232165,0.5825798289235007,555.0
18,5,2,3.7,3.33,3.9256390768376175,0.8482695262659126,555.0
19,5,2,3.7,3.33,0.0,inf,555.0
20,5,2,3.7,3.33,4.4017606040566335,0.7565154717707941,555.0
21,5,2,3.7,3.33,0.0,inf,555.0
22,5,2,3.7,3.33,0.0,inf,555.0
23,5,2,3.7,3.33,0.28544065307764477,11.666172859736916,555.0
0,5,3,5.55,4.995,0.0,inf,832.5
1,5,3,5.55,4.995,1.9438815668528129,2.5696009907059385,832.5
2,5,3,5.55,4.995,5.062671819539148,0.9866331806699437,832.5
3,5,3,5.55,4.995,0.0,inf,832.5
4,5,3,5.55,4.995,0.0,inf,832.5
5,5,3,5.55,4.995,0.0,inf,832.5
6,5,3,5.55,4.995,0.0,inf,832.5
7,5,3,5.55,4.995,4.435640284987604,1.1261057432690258,832.5
8,5,3,5.55,4.995,2.5555782580045996,1.9545478540344547,832.5
9,5,3,5.55,4.995,2.6984695815201416,1.851049214787199,832.5
10,5,3,5.55,4.995,0.0,inf,832.5
11,5,3,5.55,4.995,4.521797588762503,1.1046491803201213,832.5
12,5,3,5.55,4.995,0.0,inf,832.5
13,5,3,5.55,4.995,0.0,inf,832.5
14,5,3,5.55,4.995,3.4409289115156465,1.4516428930813983,832.5
15,5,3,5.55,4.995,0.0,inf,832.5
16,5,3,5.55,4.995,0.0,inf,832.5
17,5,3,5.55,4.995,5.71595485232165,0.8738697433852509,832.5
18,5,3,5.55,4.995,3.9256390768376175,1.2724042893988687,832.5
19,5,3,5.55,4.995,0.0,inf,832.5
20,5,3,5.55,4.995,4.4017606040566335,1.1347732076561914,832.5
21,5,3,5.55,4.995,0.0,inf,832.5
22,5,3,5.55,4.995,0.0,inf,832.5
23,5,3,5.55,4.995,0.28544065307764477,17.499259289605373,832.5
0,5,4,7.4,6.66,0.0,inf,1110.0
1,5,4,7.4,6.66,1.9438815668528129,3.4261346542745845,1110.0
2,5,4,7.4,6.66,5.062671819539148,1.315510907559925,1110.0
3,5,4,7.4,6.66,0.0,inf,1110.0
4,5,4,7.4,6.66,0.0,inf,1110.0
5,5,4,7.4,6.66,0.0,inf,1110.0
6,5,4,7.4,6.66,0.0,inf,1110.0
7,5,4,7.4,6.66,4.435640284987604,1.5014743243587012,1110.0
8,5,4,7.4,6.66,2.5555782580045996,2.606063805379273,1110.0
9,5,4,7.4,6.66,2.6984695815201416,2.4680656197162656,1110.0
10,5,4,7.4,6.66,0.0,inf,1110.0
11,5,4,7.4,6.66,4.521797588762503,1.4728655737601617,1110.0
12,5,4,7.4,6.66,0.0,inf,1110.0
13,5,4,7.4,6.66,0.0,inf,1110.0
14,5,4,7.4,6.66,3.4409289115156465,1.9355238574418645,1110.0
15,5,4,7.4,6.66,0.0,inf,1110.0
16,5,4,7.4,6.66,0.0,inf,1110.0
17,5,4,7.4,6.66,5.71595485232165,1.1651596578470014,1110.0
18,5,4,7.4,6.66,3.9256390768376175,1.6965390525318251,1110.0
19,5,4,7.4,6.66,0.0,inf,1110.0
20,5,4,7.4,6.66,4.4017606040566335,1.5130309435415883,1110.0
21,5,4,7.4,6.66,0.0,inf,1110.0
22,5,4,7.4,6.66,0.0,inf,1110.0
23,5,4,7.4,6.66,0.28544065307764477,23.33234571947383,1110.0
0,5,5,9.25,8.325000000000001,0.0,inf,1387.5
1,5,5,9.25,8.325000000000001,1.9438815668528129,4.282668317843231,1387.5
2,5,5,9.25,8.325000000000001,5.062671819539148,1.6443886344499064,1387.5
3,5,5,9.25,8.325000000000001,0.0,inf,1387.5
4,5,5,9.25,8.325000000000001,0.0,inf,1387.5
5,5,5,9.25,8.325000000000001,0.0,inf,1387.5
6,5,5,9.25,8.325000000000001,0.0,inf,1387.5
7,5,5,9.25,8.325000000000001,4.435640284987604,1.8768429054483766,1387.5
8,5,5,9.25,8.325000000000001,2.5555782580045996,3.2575797567240916,1387.5
9,5,5,9.25,8.325000000000001,2.6984695815201416,3.0850820246453323,1387.5
10,5,5,9.25,8.325000000000001,0.0,inf,1387.5
11,5,5,9.25,8.325000000000001,4.521797588762503,1.8410819672002023,1387.5
12,5,5,9.25,8.325000000000001,0.0,inf,1387.5
13,5,5,9.25,8.325000000000001,0.0,inf,1387.5
14,5,5,9.25,8.325000000000001,3.4409289115156465,2.4194048218023307,1387.5
15,5,5,9.25,8.325000000000001,0.0,inf,1387.5
16,5,5,9.25,8.325000000000001,0.0,inf,1387.5
17,5,5,9.25,8.325000000000001,5.71595485232165,1.4564495723087518,1387.5
18,5,5,9.25,8.325000000000001,3.9256390768376175,2.1206738156647815,1387.5
19,5,5,9.25,8.325000000000001,0.0,inf,1387.5
20,5,5,9.25,8.325000000000001,4.4017606040566335,1.8912886794269856,1387.5
21,5,5,9.25,8.325000000000001,0.0,inf,1387.5
22,5,5,9.25,8.325000000000001,0.0,inf,1387.5
23,5,5,9.25,8.325000000000001,0.28544065307764477,29.165432149342294,1387.5
0,5,6,11.1,9.99,0.0,inf,1665.0
1,5,6,11.1,9.99,1.9438815668528129,5.139201981411877,1665.0
2,5,6,11.1,9.99,5.062671819539148,1.9732663613398873,1665.0
3,5,6,11.1,9.99,0.0,inf,1665.0
4,5,6,11.1,9.99,0.0,inf,1665.0
5,5,6,11.1,9.99,0.0,inf,1665.0
6,5,6,11.1,9.99,0.0,inf,1665.0
7,5,6,11.1,9.99,4.435640284987604,2.2522114865380516,1665.0
8,5,6,11.1,9.99,2.5555782580045996,3.9090957080689095,1665.0
9,5,6,11.1,9.99,2.6984695815201416,3.702098429574398,1665.0
10,5,6,11.1,9.99,0.0,inf,1665.0
11,5,6,11.1,9.99,4.521797588762503,2.2092983606402425,1665.0
12,5,6,11.1,9.99,0.0,inf,1665.0
13,5,6,11.1,9.99,0.0,inf,1665.0
14,5,6,11.1,9.99,3.4409289115156465,2.9032857861627965,1665.0
15,5,6,11.1,9.99,0.0,inf,1665.0
16,5,6,11.1,9.99,0.0,inf,1665.0
17,5,6,11.1,9.99,5.71595485232165,1.7477394867705018,1665.0
18,5,6,11.1,9.99,3.9256390768376175,2.5448085787977375,1665.0
19,5,6,11.1,9.99,0.0,inf,1665.0
20,5,6,11.1,9.99,4.4017606040566335,2.2695464153123828,1665.0
21,5,6,11.1,9.99,0.0,inf,1665.0
22,5,6,11.1,9.99,0.0,inf,1665.0
23,5,6,11.1,9.99,0.28544065307764477,34.998518579210746,1665.0
0,5,7,12.95,11.655,0.0,inf,1942.5
1,5,7,12.95,11.655,1.9438815668528129,5.995735644980523,1942.5
2,5,7,12.95,11.655,5.062671819539148,2.3021440882298685,1942.5
3,5,7,12.95,11.655,0.0,inf,1942.5
4,5,7,12.95,11.655,0.0,inf,1942.5
5,5,7,12.95,11.655,0.0,inf,1942.5
6,5,7,12.95,11.655,0.0,inf,1942.5
7,5,7,12.95,11.655,4.435640284987604,2.627580067627727,1942.5
8,5,7,12.95,11.655,2.5555782580045996,4.560611659413727,1942.5
9,5,7,12.95,11.655,2.6984695815201416,4.3191148345034645,1942.5
10,5,7,12.95,11.655,0.0,inf,1942.5
11,5,7,12.95,11.655,4.521797588762503,2.577514754080283,1942.5
12,5,7,12.95,11.655,0.0,inf,1942.5
13,5,7,12.95,11.655,0.0,inf,1942.5
14,5,7,12.95,11.655,3.4409289115156465,3.3871667505232628,1942.5
15,5,7,12.95,11.655,0.0,inf,1942.5
16,5,7,12.95,11.655,0.0,inf,1942.5
17,5,7,12.95,11.655,5.71595485232165,2.039029401232252,1942.5
18,5,7,12.95,11.655,3.9256390768376175,2.968943341930694,1942.5
19,5,7,12.95,11.655,0.0,inf,1942.5
20,5,7,12.95,11.655,4.4017606040566335,2.6478041511977795,1942.5
21,5,7,12.95,11.655,0.0,inf,1942.5
22,5,7,12.95,11.655,0.0,inf,1942.5
23,5,7,12.95,11.655,0.28544065307764477,40.831605009079205,1942.5
0,5,8,14.8,13.32,0.0,inf,2220.0
1,5,8,14.8,13.32,1.9438815668528129,6.852269308549169,2220.0
2,5,8,14.8,13.32,5.062671819539148,2.63102181511985,2220.0
3,5,8,14.8,13.32,0.0,inf,2220.0
4,5,8,14.8,13.32,0.0,inf,2220.0
5,5,8,14.8,13.32,0.0,inf,2220.0
6,5,8,14.8,13.32,0.0,inf,2220.0
7,5,8,14.8,13.32,4.435640284987604,3.0029486487174024,2220.0
8,5,8,14.8,13.32,2.5555782580045996,5.212127610758546,2220.0
9,5,8,14.8,13.32,2.6984695815201416,4.936131239432531,2220.0
10,5,8,14.8,13.32,0.0,inf,2220.0
11,5,8,14.8,13.32,4.521797588762503,2.9457311475203234,2220.0
12,5,8,14.8,13.32,0.0,inf,2220.0
13,5,8,14.8,13.32,0.0,inf,2220.0
14,5,8,14.8,13.32,3.4409289115156465,3.871047714883729,2220.0
15,5,8,14.8,13.32,0.0,inf,2220.0
16,5,8,14.8,13.32,0.0,inf,2220.0
17,5,8,14.8,13.32,5.71595485232165,2.3303193156940027,2220.0
18,5,8,14.8,13.32,3.9256390768376175,3.3930781050636503,2220.0
19,5,8,14.8,13.32,0.0,inf,2220.0
20,5,8,14.8,13.32,4.4017606040566335,3.0260618870831766,2220.0
21,5,8,14.8,13.32,0.0,inf,2220.0
22,5,8,14.8,13.32,0.0,inf,2220.0
23,5,8,14.8,13.32,0.28544065307764477,46.66469143894766,2220.0
0,5,9,16.65,14.985,0.0,inf,2497.5
1,5,9,16.65,14.985,1.9438815668528129,7.708802972117815,2497.5
2,5,9,16.65,14.985,5.062671819539148,2.959899542009831,2497.5
3,5,9,16.65,14.985,0.0,inf,2497.5
4,5,9,16.65,14.985,0.0,inf,2497.5
5,5,9,16.65,14.985,0.0,inf,2497.5
6,5,9,16.65,14.985,0.0,inf,2497.5
7,5,9,16.65,14.985,4.435640284987604,3.3783172298070774,2497.5
8,5,9,16.65,14.985,2.5555782580045996,5.863643562103364,2497.5
9,5,9,16.65,14.985,2.6984695815201416,5.553147644361597,2497.5
10,5,9,16.65,14.985,0.0,inf,2497.5
11,5,9,16.65,14.985,4.521797588762503,3.313947540960364,2497.5
12,5,9,16.65,14.985,0.0,inf,2497.5
13,5,9,16.65,14.985,0.0,inf,2497.5
14,5,9,16.65,14.985,3.4409289115156465,4.354928679244195,2497.5
15,5,9,16.65,14.985,0.0,inf,2497.5
16,5,9,16.65,14.985,0.0,inf,2497.5
17,5,9,16.65,14.985,5.71595485232165,2.6216092301557525,2497.5
18,5,9,16.65,14.985,3.9256390768376175,3.817212868196606,2497.5
19,5,9,16.65,14.985,0.0,inf,2497.5
20,5,9,16.65,14.985,4.4017606040566335,3.4043196229685737,2497.5
21,5,9,16.65,14.985,0.0,inf,2497.5
22,5,9,16.65,14.985,0.0,inf,2497.5
23,5,9,16.65,14.985,0.28544065307764477,52.49777786881612,2497.5
0,5,10,18.5,16.650000000000002,0.0,inf,2775.0
1,5,10,18.5,16.650000000000002,1.9438815668528129,8.565336635686462,2775.0
2,5,10,18.5,16.650000000000002,5.062671819539148,3.2887772688998127,2775.0
3,5,10,18.5,16.650000000000002,0.0,inf,2775.0
4,5,10,18.5,16.650000000000002,0.0,inf,2775.0
5,5,10,18.5,16.650000000000002,0.0,inf,2775.0
6,5,10,18.5,16.650000000000002,0.0,inf,2775.0
7,5,10,18.5,16.650000000000002,4.435640284987604,3.7536858108967532,2775.0
8,5,10,18.5,16.650000000000002,2.5555782580045996,6.515159513448183,2775.0
9,5,10,18.5,16.650000000000002,2.6984695815201416,6.170164049290665,2775.0
10,5,10,18.5,16.650000000000002,0.0,inf,2775.0
11,5,10,18.5,16.650000000000002,4.521797588762503,3.6821639344004047,2775.0
12,5,10,18.5,16.650000000000002,0.0,inf,2775.0
13,5,10,18.5,16.650000000000002,0.0,inf,2775.0
14,5,10,18.5,16.650000000000002,3.4409289115156465,4.8388096436046615,2775.0
15,5,10,18.5,16.650000000000002,0.0,inf,2775.0
16,5,10,18.5,16.650000000000002,0.0,inf,2775.0
17,5,10,18.5,16.650000000000002,5.71595485232165,2.9128991446175037,2775.0
18,5,10,18.5,16.650000000000002,3.9256390768376175,4.241347631329563,2775.0
19,5,10,18.5,16.650000000000002,0.0,inf,2775.0
20,5,10,18.5,16.650000000000002,4.4017606040566335,3.7825773588539713,2775.0
21,5,10,18.5,16.650000000000002,0.0,inf,2775.0
22,5,10,18.5,16.650000000000002,0.0,inf,2775.0
23,5,10,18.5,16.650000000000002,0.28544065307764477,58.33086429868459,2775.0
0,6,1,2.2200000000000006,1.9980000000000007,0.0,inf,333.0000000000001
1,6,1,2.2200000000000006,1.9980000000000007,1.9438815668528129,1.0278403962823757,333.0000000000001
2,6,1,2.2200000000000006,1.9980000000000007,5.062671819539148,0.3946532722679776,333.0000000000001
3,6,1,2.2200000000000006,1.9980000000000007,0.0,inf,333.0000000000001
4,6,1,2.2200000000000006,1.9980000000000007,0.0,inf,333.0000000000001
5,6,1,2.2200000000000006,1.9980000000000007,0.0,inf,333.0000000000001
6,6,1,2.2200000000000006,1.9980000000000007,0.0,inf,333.0000000000001
7,6,1,2.2200000000000006,1.9980000000000007,4.435640284987604,0.4504422973076105,333.0000000000001
8,6,1,2.2200000000000006,1.9980000000000007,2.5555782580045996,0.7818191416137821,333.0000000000001
9,6,1,2.2200000000000006,1.9980000000000007,2.6984695815201416,0.7404196859148799,333.0000000000001
10,6,1,2.2200000000000006,1.9980000000000007,0.0,inf,333.0000000000001
11,6,1,2.2200000000000006,1.9980000000000007,4.521797588762503,0.44185967212804866,333.0000000000001
12,6,1,2.2200000000000006,1.9980000000000007,0.0,inf,333.0000000000001
13,6,1,2.2200000000000006,1.9980000000000007,0.0,inf,333.0000000000001
14,6,1,2.2200000000000006,1.9980000000000007,3.4409289115156465,0.5806571572325595,333.0000000000001
15,6,1,2.2200000000000006,1.9980000000000007,0.0,inf,333.0000000000001
16,6,1,2.2200000000000006,1.9980000000000007,0.0,inf,333.0000000000001
17,6,1,2.2200000000000006,1.9980000000000007,5.71595485232165,0.3495478973541005,333.0000000000001
18,6,1,2.2200000000000006,1.9980000000000007,3.9256390768376175,0.5089617157595477,333.0000000000001
19,6,1,2.2200000000000006,1.9980000000000007,0.0,inf,333.0000000000001
20,6,1,2.2200000000000006,1.9980000000000007,4.4017606040566335,0.45390928306247663,333.0000000000001
21,6,1,2.2200000000000006,1.9980000000000007,0.0,inf,333.0000000000001
22,6,1,2.2200000000000006,1.9980000000000007,0.0,inf,333.0000000000001
23,6,1,2.2200000000000006,1.9980000000000007,0.28544065307764477,6.999703715842152,333.0000000000001
0,6,2,4.440000000000001,3.9960000000000013,0.0,inf,666.0000000000002
1,6,2,4.440000000000001,3.9960000000000013,1.9438815668528129,2.0556807925647513,666.0000000000002
2,6,2,4.440000000000001,3.9960000000000013,5.062671819539148,0.7893065445359552,666.0000000000002
3,6,2,4.440000000000001,3.9960000000000013,0.0,inf,666.0000000000002
4,6,2,4.440000000000001,3.9960000000000013,0.0,inf,666.0000000000002
5,6,2,4.440000000000001,3.9960000000000013,0.0,inf,666.0000000000002
6,6,2,4.440000000000001,3.9960000000000013,0.0,inf,666.0000000000002
7,6,2,4.440000000000001,3.9960000000000013,4.435640284987604,0.900884594615221,666.0000000000002
8,6,2,4.440000000000001,3.9960000000000013,2.5555782580045996,1.5636382832275642,666.0000000000002
9,6,2,4.440000000000001,3.9960000000000013,2.6984695815201416,1.4808393718297599,666.0000000000002
10,6,2,4.440000000000001,3.9960000000000013,0.0,inf,666.0000000000002
11,6,2,4.440000000000001,3.9960000000000013,4.521797588762503,0.8837193442560973,666.0000000000002
12,6,2,4.440000000000001,3.9960000000000013,0.0,inf,666.0000000000002
13,6,2,4.440000000000001,3.9960000000000013,0.0,inf,666.0000000000002
14,6,2,4.440000000000001,3.9960000000000013,3.4409289115156465,1.161314314465119,666.0000000000002
15,6,2,4.440000000000001,3.9960000000000013,0.0,inf,666.0000000000002
16,6,2,4.440000000000001,3.9960000000000013,0.0,inf,666.0000000000002
17,6,2,4.440000000000001,3.9960000000000013,5.71595485232165,0.699095794708201,666.0000000000002
18,6,2,4.440000000000001,3.9960000000000013,3.9256390768376175,1.0179234315190955,666.0000000000002
19,6,2,4.440000000000001,3.9960000000000013,0.0,inf,666.0000000000002
20,6,2,4.440000000000001,3.9960000000000013,4.4017606040566335,0.9078185661249533,666.0000000000002
21,6,2,4.440000000000001,3.9960000000000013,0.0,inf,666.0000000000002
22,6,2,4.440000000000001,3.9960000000000013,0.0,inf,666.0000000000002
23,6,2,4.440000000000001,3.9960000000000013,0.28544065307764477,13.999407431684304,666.0000000000002
0,6,3,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
1,6,3,6.660000000000001,5.994000000000001,1.9438815668528129,3.0835211888471266,999.0000000000001
2,6,3,6.660000000000001,5.994000000000001,5.062671819539148,1.1839598168039325,999.0000000000001
3,6,3,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
4,6,3,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
5,6,3,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
6,6,3,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
7,6,3,6.660000000000001,5.994000000000001,4.435640284987604,1.3513268919228312,999.0000000000001
8,6,3,6.660000000000001,5.994000000000001,2.5555782580045996,2.345457424841346,999.0000000000001
9,6,3,6.660000000000001,5.994000000000001,2.6984695815201416,2.221259057744639,999.0000000000001
