Hour,Series,Parallel,Total Capacity (kWh),Effective Capacity (kWh),Effective Load (kW),Length of Discharge (hours),Total Cost ($)
12,9,4,13.320000000000002,11.988000000000001,0.0,inf,1998.0000000000002
13,9,4,13.320000000000002,11.988000000000001,0.0,inf,1998.0000000000002
14,9,4,13.320000000000002,11.988000000000001,3.4409289115156465,3.4839429433953564,1998.0000000000002
15,9,4,13.320000000000002,11.988000000000001,0.0,inf,1998.0000000000002
16,9,4,13.320000000000002,11.988000000000001,0.0,inf,1998.0000000000002
17,9,4,13.320000000000002,11.988000000000001,5.71595485232165,2.0972873841246025,1998.0000000000002
18,9,4,13.320000000000002,11.988000000000001,3.9256390768376175,3.0537702945572853,1998.0000000000002
19,9,4,13.320000000000002,11.988000000000001,0.0,inf,1998.0000000000002
20,9,4,13.320000000000002,11.988000000000001,4.4017606040566335,2.7234556983748592,1998.0000000000002
21,9,4,13.320000000000002,11.988000000000001,0.0,inf,1998.0000000000002
22,9,4,13.320000000000002,11.988000000000001,0.0,inf,1998.0000000000002
23,9,4,13.320000000000002,11.988000000000001,0.28544065307764477,41.998222295052905,1998.0000000000002
0,9,5,16.650000000000002,14.985000000000003,0.0,inf,2497.5000000000005
1,9,5,16.650000000000002,14.985000000000003,1.9438815668528129,7.708802972117817,2497.5000000000005
2,9,5,16.650000000000002,14.985000000000003,5.062671819539148,2.9598995420098313,2497.5000000000005
3,9,5,16.650000000000002,14.985000000000003,0.0,inf,2497.5000000000005
4,9,5,16.650000000000002,14.985000000000003,0.0,inf,2497.5000000000005
5,9,5,16.650000000000002,14.985000000000003,0.0,inf,2497.5000000000005
6,9,5,16.650000000000002,14.985000000000003,0.0,inf,2497.5000000000005
7,9,5,16.650000000000002,14.985000000000003,4.435640284987604,3.3783172298070783,2497.5000000000005
8,9,5,16.650000000000002,14.985000000000003,2.5555782580045996,5.863643562103365,2497.5000000000005
9,9,5,16.650000000000002,14.985000000000003,2.6984695815201416,5.553147644361599,2497.5000000000005
10,9,5,16.650000000000002,14.985000000000003,0.0,inf,2497.5000000000005
11,9,5,16.650000000000002,14.985000000000003,4.521797588762503,3.3139475409603647,2497.5000000000005
12,9,5,16.650000000000002,14.985000000000003,0.0,inf,2497.5000000000005
13,9,5,16.650000000000002,14.985000000000003,0.0,inf,2497.5000000000005
14,9,5,16.650000000000002,14.985000000000003,3.4409289115156465,4.354928679244196,2497.5000000000005
15,9,5,16.650000000000002,14.985000000000003,0.0,inf,2497.5000000000005
16,9,5,16.650000000000002,14.985000000000003,0.0,inf,2497.5000000000005
17,9,5,16.650000000000002,14.985000000000003,5.71595485232165,2.6216092301557534,2497.5000000000005
18,9,5,16.650000000000002,14.985000000000003,3.9256390768376175,3.817212868196607,2497.5000000000005
19,9,5,16.650000000000002,14.985000000000003,0.0,inf,2497.5000000000005
20,9,5,16.650000000000002,14.985000000000003,4.4017606040566335,3.4043196229685746,2497.5000000000005
21,9,5,16.650000000000002,14.985000000000003,0.0,inf,2497.5000000000005
22,9,5,16.650000000000002,14.985000000000003,0.0,inf,2497.5000000000005
23,9,5,16.650000000000002,14.985000000000003,0.28544065307764477,52.49777786881613,2497.5000000000005
0,9,6,19.980000000000004,17.982000000000003,0.0,inf,2997.0000000000005
1,9,6,19.980000000000004,17.982000000000003,1.9438815668528129,9.25056356654138,2997.0000000000005
2,9,6,19.980000000000004,17.982000000000003,5.062671819539148,3.5518794504117976,2997.0000000000005
3,9,6,19.980000000000004,17.982000000000003,0.0,inf,2997.0000000000005
4,9,6,19.980000000000004,17.982000000000003,0.0,inf,2997.0000000000005
5,9,6,19.980000000000004,17.982000000000003,0.0,inf,2997.0000000000005
6,9,6,19.980000000000004,17.982000000000003,0.0,inf,2997.0000000000005
7,9,6,19.980000000000004,17.982000000000003,4.435640284987604,4.053980675768494,2997.0000000000005
8,9,6,19.980000000000004,17.982000000000003,2.5555782580045996,7.036372274524038,2997.0000000000005
9,9,6,19.980000000000004,17.982000000000003,2.6984695815201416,6.663777173233918,2997.0000000000005
10,9,6,19.980000000000004,17.982000000000003,0.0,inf,2997.0000000000005
11,9,6,19.980000000000004,17.982000000000003,4.521797588762503,3.976737049152437,2997.0000000000005
12,9,6,19.980000000000004,17.982000000000003,0.0,inf,2997.0000000000005
13,9,6,19.980000000000004,17.982000000000003,0.0,inf,2997.0000000000005
14,9,6,19.980000000000004,17.982000000000003,3.4409289115156465,5.225914415093035,2997.0000000000005
15,9,6,19.980000000000004,17.982000000000003,0.0,inf,2997.0000000000005
16,9,6,19.980000000000004,17.982000000000003,0.0,inf,2997.0000000000005
17,9,6,19.980000000000004,17.982000000000003,5.71595485232165,3.145931076186904,2997.0000000000005
18,9,6,19.980000000000004,17.982000000000003,3.9256390768376175,4.580655441835928,2997.0000000000005
19,9,6,19.980000000000004,17.982000000000003,0.0,inf,2997.0000000000005
20,9,6,19.980000000000004,17.982000000000003,4.4017606040566335,4.0851835475622895,2997.0000000000005
21,9,6,19.980000000000004,17.982000000000003,0.0,inf,2997.0000000000005
22,9,6,19.980000000000004,17.982000000000003,0.0,inf,2997.0000000000005
23,9,6,19.980000000000004,17.982000000000003,0.28544065307764477,62.997333442579354,2997.0000000000005
0,9,7,23.310000000000002,20.979000000000003,0.0,inf,3496.5000000000005
1,9,7,23.310000000000002,20.979000000000003,1.9438815668528129,10.792324160964943,3496.5000000000005
2,9,7,23.310000000000002,20.979000000000003,5.062671819539148,4.1438593588137635,3496.5000000000005
3,9,7,23.310000000000002,20.979000000000003,0.0,inf,3496.5000000000005
4,9,7,23.310000000000002,20.979000000000003,0.0,inf,3496.5000000000005
5,9,7,23.310000000000002,20.979000000000003,0.0,inf,3496.5000000000005
6,9,7,23.310000000000002,20.979000000000003,0.0,inf,3496.5000000000005
7,9,7,23.310000000000002,20.979000000000003,4.435640284987604,4.729644121729909,3496.5000000000005
8,9,7,23.310000000000002,20.979000000000003,2.5555782580045996,8.20910098694471,3496.5000000000005
9,9,7,23.310000000000002,20.979000000000003,2.6984695815201416,7.774406702106237,3496.5000000000005
10,9,7,23.310000000000002,20.979000000000003,0.0,inf,3496.5000000000005
11,9,7,23.310000000000002,20.979000000000003,4.521797588762503,4.63952655734451,3496.5000000000005
12,9,7,23.310000000000002,20.979000000000003,0.0,inf,3496.5000000000005
13,9,7,23.310000000000002,20.979000000000003,0.0,inf,3496.5000000000005
14,9,7,23.310000000000002,20.979000000000003,3.4409289115156465,6.096900150941874,3496.5000000000005
15,9,7,23.310000000000002,20.979000000000003,0.0,inf,3496.5000000000005
16,9,7,23.310000000000002,20.979000000000003,0.0,inf,3496.5000000000005
17,9,7,23.310000000000002,20.979000000000003,5.71595485232165,3.6702529222180544,3496.5000000000005
18,9,7,23.310000000000002,20.979000000000003,3.9256390768376175,5.344098015475249,3496.5000000000005
19,9,7,23.310000000000002,20.979000000000003,0.0,inf,3496.5000000000005
20,9,7,23.310000000000002,20.979000000000003,4.4017606040566335,4.7660474721560036,3496.5000000000005
21,9,7,23.310000000000002,20.979000000000003,0.0,inf,3496.5000000000005
22,9,7,23.310000000000002,20.979000000000003,0.0,inf,3496.5000000000005
23,9,7,23.310000000000002,20.979000000000003,0.28544065307764477,73.49688901634258,3496.5000000000005
0,9,8,26.640000000000004,23.976000000000003,0.0,inf,3996.0000000000005
1,9,8,26.640000000000004,23.976000000000003,1.9438815668528129,12.334084755388506,3996.0000000000005
2,9,8,26.640000000000004,23.976000000000003,5.062671819539148,4.73583926721573,3996.0000000000005
3,9,8,26.640000000000004,23.976000000000003,0.0,inf,3996.0000000000005
4,9,8,26.640000000000004,23.976000000000003,0.0,inf,3996.0000000000005
5,9,8,26.640000000000004,23.976000000000003,0.0,inf,3996.0000000000005
6,9,8,26.640000000000004,23.976000000000003,0.0,inf,3996.0000000000005
7,9,8,26.640000000000004,23.976000000000003,4.435640284987604,5.405307567691325,3996.0000000000005
8,9,8,26.640000000000004,23.976000000000003,2.5555782580045996,9.381829699365383,3996.0000000000005
9,9,8,26.640000000000004,23.976000000000003,2.6984695815201416,8.885036230978557,3996.0000000000005
10,9,8,26.640000000000004,23.976000000000003,0.0,inf,3996.0000000000005
11,9,8,26.640000000000004,23.976000000000003,4.521797588762503,5.302316065536583,3996.0000000000005
12,9,8,26.640000000000004,23.976000000000003,0.0,inf,3996.0000000000005
13,9,8,26.640000000000004,23.976000000000003,0.0,inf,3996.0000000000005
14,9,8,26.640000000000004,23.976000000000003,3.4409289115156465,6.967885886790713,3996.0000000000005
15,9,8,26.640000000000004,23.976000000000003,0.0,inf,3996.0000000000005
16,9,8,26.640000000000004,23.976000000000003,0.0,inf,3996.0000000000005
17,9,8,26.640000000000004,23.976000000000003,5.71595485232165,4.194574768249205,3996.0000000000005
18,9,8,26.640000000000004,23.976000000000003,3.9256390768376175,6.107540589114571,3996.0000000000005
19,9,8,26.640000000000004,23.976000000000003,0.0,inf,3996.0000000000005
20,9,8,26.640000000000004,23.976000000000003,4.4017606040566335,5.4469113967497185,3996.0000000000005
21,9,8,26.640000000000004,23.976000000000003,0.0,inf,3996.0000000000005
22,9,8,26.640000000000004,23.976000000000003,0.0,inf,3996.0000000000005
23,9,8,26.640000000000004,23.976000000000003,0.28544065307764477,83.99644459010581,3996.0000000000005
0,9,9,29.970000000000002,26.973000000000003,0.0,inf,4495.5
1,9,9,29.970000000000002,26.973000000000003,1.9438815668528129,13.875845349812069,4495.5
2,9,9,29.970000000000002,26.973000000000003,5.062671819539148,5.327819175617696,4495.5
3,9,9,29.970000000000002,26.973000000000003,0.0,inf,4495.5
4,9,9,29.970000000000002,26.973000000000003,0.0,inf,4495.5
5,9,9,29.970000000000002,26.973000000000003,0.0,inf,4495.5
6,9,9,29.970000000000002,26.973000000000003,0.0,inf,4495.5
7,9,9,29.970000000000002,26.973000000000003,4.435640284987604,6.08097101365274,4495.5
8,9,9,29.970000000000002,26.973000000000003,2.5555782580045996,10.554558411786056,4495.5
9,9,9,29.970000000000002,26.973000000000003,2.6984695815201416,9.995665759850876,4495.5
10,9,9,29.970000000000002,26.973000000000003,0.0,inf,4495.5
11,9,9,29.970000000000002,26.973000000000003,4.521797588762503,5.965105573728656,4495.5
12,9,9,29.970000000000002,26.973000000000003,0.0,inf,4495.5
13,9,9,29.970000000000002,26.973000000000003,0.0,inf,4495.5
14,9,9,29.970000000000002,26.973000000000003,3.4409289115156465,7.838871622639552,4495.5
15,9,9,29.970000000000002,26.973000000000003,0.0,inf,4495.5
16,9,9,29.970000000000002,26.973000000000003,0.0,inf,4495.5
17,9,9,29.970000000000002,26.973000000000003,5.71595485232165,4.7188966142803555,4495.5
18,9,9,29.970000000000002,26.973000000000003,3.9256390768376175,6.870983162753892,4495.5
19,9,9,29.970000000000002,26.973000000000003,0.0,inf,4495.5
20,9,9,29.970000000000002,26.973000000000003,4.4017606040566335,6.127775321343433,4495.5
21,9,9,29.970000000000002,26.973000000000003,0.0,inf,4495.5
22,9,9,29.970000000000002,26.973000000000003,0.0,inf,4495.5
23,9,9,29.970000000000002,26.973000000000003,0.28544065307764477,94.49600016386903,4495.5
0,9,10,33.300000000000004,29.970000000000006,0.0,inf,4995.000000000001
1,9,10,33.300000000000004,29.970000000000006,1.9438815668528129,15.417605944235634,4995.000000000001
2,9,10,33.300000000000004,29.970000000000006,5.062671819539148,5.919799084019663,4995.000000000001
3,9,10,33.300000000000004,29.970000000000006,0.0,inf,4995.000000000001
4,9,10,33.300000000000004,29.970000000000006,0.0,inf,4995.000000000001
5,9,10,33.300000000000004,29.970000000000006,0.0,inf,4995.000000000001
6,9,10,33.300000000000004,29.970000000000006,0.0,inf,4995.000000000001
7,9,10,33.300000000000004,29.970000000000006,4.435640284987604,6.7566344596141565,4995.000000000001
8,9,10,33.300000000000004,29.970000000000006,2.5555782580045996,11.72728712420673,4995.000000000001
9,9,10,33.300000000000004,29.970000000000006,2.6984695815201416,11.106295288723198,4995.000000000001
10,9,10,33.300000000000004,29.970000000000006,0.0,inf,4995.000000000001
11,9,10,33.300000000000004,29.970000000000006,4.521797588762503,6.627895081920729,4995.000000000001
12,9,10,33.300000000000004,29.970000000000006,0.0,inf,4995.000000000001
13,9,10,33.300000000000004,29.970000000000006,0.0,inf,4995.000000000001
14,9,10,33.300000000000004,29.970000000000006,3.4409289115156465,8.709857358488392,4995.000000000001
15,9,10,33.300000000000004,29.970000000000006,0.0,inf,4995.000000000001
16,9,10,33.300000000000004,29.970000000000006,0.0,inf,4995.000000000001
17,9,10,33.300000000000004,29.970000000000006,5.71595485232165,5.243218460311507,4995.000000000001
18,9,10,33.300000000000004,29.970000000000006,3.9256390768376175,7.634425736393214,4995.000000000001
19,9,10,33.300000000000004,29.970000000000006,0.0,inf,4995.000000000001
20,9,10,33.300000000000004,29.970000000000006,4.4017606040566335,6.808639245937149,4995.000000000001
21,9,10,33.300000000000004,29.970000000000006,0.0,inf,4995.000000000001
22,9,10,33.300000000000004,29.970000000000006,0.0,inf,4995.000000000001
23,9,10,33.300000000000004,29.970000000000006,0.28544065307764477,104.99555573763226,4995.000000000001
0,10,1,3.7,3.33,0.0,inf,555.0
1,10,1,3.7,3.33,1.9438815668528129,1.7130673271372923,555.0
2,10,1,3.7,3.33,5.062671819539148,0.6577554537799625,555.0
3,10,1,3.7,3.33,0.0,inf,555.0
4,10,1,3.7,3.33,0.0,inf,555.0
5,10,1,3.7,3.33,0.0,inf,555.0
6,10,1,3.7,3.33,0.0,inf,555.0
7,10,1,3.7,3.33,4.435640284987604,0.7507371621793506,555.0
8,10,1,3.7,3.33,2.5555782580045996,1.3030319026896364,555.0
9,10,1,3.7,3.33,2.6984695815201416,1.2340328098581328,555.0
10,10,1,3.7,3.33,0.0,inf,555.0
11,10,1,3.7,3.33,4.521797588762503,0.7364327868800808,555.0
12,10,1,3.7,3.33,0.0,inf,555.0
13,10,1,3.7,3.33,0.0,inf,555.0
14,10,1,3.7,3.33,3.4409289115156465,0.9677619287209323,555.0
15,10,1,3.7,3.33,0.0,inf,555.0
16,10,1,3.7,3.33,0.0,inf,555.0
17,10,1,3.7,3.33,5.71595485232165,0.5825798289235007,555.0
18,10,1,3.7,3.33,3.9256390768376175,0.8482695262659126,555.0
19,10,1,3.7,3.33,0.0,inf,555.0
20,10,1,3.7,3.33,4.4017606040566335,0.7565154717707941,555.0
21,10,1,3.7,3.33,0.0,inf,555.0
22,10,1,3.7,3.33,0.0,inf,555.0
23,10,1,3.7,3.33,0.28544065307764477,11.666172859736916,555.0
0,10,2,7.4,6.66,0.0,inf,1110.0
1,10,2,7.4,6.66,1.9438815668528129,3.4261346542745845,1110.0
2,10,2,7.4,6.66,5.062671819539148,1.315510907559925,1110.0
3,10,2,7.4,6.66,0.0,inf,1110.0
4,10,2,7.4,6.66,0.0,inf,1110.0
5,10,2,7.4,6.66,0.0,inf,1110.0
6,10,2,7.4,6.66,0.0,inf,1110.0
7,10,2,7.4,6.66,4.435640284987604,1.5014743243587012,1110.0
8,10,2,7.4,6.66,2.5555782580045996,2.606063805379273,1110.0
9,10,2,7.4,6.66,2.6984695815201416,2.4680656197162656,1110.0
10,10,2,7.4,6.66,0.0,inf,1110.0
11,10,2,7.4,6.66,4.521797588762503,1.4728655737601617,1110.0
12,10,2,7.4,6.66,0.0,inf,1110.0
13,10,2,7.4,6.66,0.0,inf,1110.0
14,10,2,7.4,6.66,3.4409289115156465,1.9355238574418645,1110.0
15,10,2,7.4,6.66,0.0,inf,1110.0
16,10,2,7.4,6.66,0.0,inf,1110.0
17,10,2,7.4,6.66,5.71595485232165,1.1651596578470014,1110.0
18,10,2,7.4,6.66,3.9256390768376175,1.6965390525318251,1110.0
19,10,2,7.4,6.66,0.0,inf,1110.0
20,10,2,7.4,6.66,4.4017606040566335,1.5130309435415883,1110.0
21,10,2,7.4,6.66,0.0,inf,1110.0
22,10,2,7.4,6.66,0.0,inf,1110.0
23,10,2,7.4,6.66,0.28544065307764477,23.33234571947383,1110.0
0,10,3,11.1,9.99,0.0,inf,1665.0
1,10,3,11.1,9.99,1.9438815668528129,5.139201981411877,1665.0
2,10,3,11.1,9.99,5.062671819539148,1.9732663613398873,1665.0
3,10,3,11.1,9.99,0.0,inf,1665.0
4,10,3,11.1,9.99,0.0,inf,1665.0
5,10,3,11.1,9.99,0.0,inf,1665.0
6,10,3,11.1,9.99,0.0,inf,1665.0
7,10,3,11.1,9.99,4.435640284987604,2.2522114865380516,1665.0
8,10,3,11.1,9.99,2.5555782580045996,3.9090957080689095,1665.0
9,10,3,11.1,9.99,2.6984695815201416,3.702098429574398,1665.0
10,10,3,11.1,9.99,0.0,inf,1665.0
11,10,3,11.1,9.99,4.521797588762503,2.2092983606402425,1665.0
12,10,3,11.1,9.99,0.0,inf,1665.0
13,10,3,11.1,9.99,0.0,inf,1665.0
14,10,3,11.1,9.99,3.4409289115156465,2.9032857861627965,1665.0
15,10,3,11.1,9.99,0.0,inf,1665.0
16,10,3,11.1,9.99,0.0,inf,1665.0
17,10,3,11.1,9.99,5.71595485232165,1.7477394867705018,1665.0
18,10,3,11.1,9.99,3.9256390768376175,2.5448085787977375,1665.0
19,10,3,11.1,9.99,0.0,inf,1665.0
20,10,3,11.1,9.99,4.4017606040566335,2.2695464153123828,1665.0
21,10,3,11.1,9.99,0.0,inf,1665.0
22,10,3,11.1,9.99,0.0,inf,1665.0
23,10,3,11.1,9.99,0.28544065307764477,34.998518579210746,1665.0
0,10,4,14.8,13.32,0.0,inf,2220.0
1,10,4,14.8,13.32,1.9438815668528129,6.852269308549169,2220.0
2,10,4,14.8,13.32,5.062671819539148,2.63102181511985,2220.0
3,10,4,14.8,13.32,0.0,inf,2220.0
4,10,4,14.8,13.32,0.0,inf,2220.0
5,10,4,14.8,13.32,0.0,inf,2220.0
6,10,4,14.8,13.32,0.0,inf,2220.0
7,10,4,14.8,13.32,4.435640284987604,3.0029486487174024,2220.0
8,10,4,14.8,13.32,2.5555782580045996,5.212127610758546,2220.0
9,10,4,14.8,13.32,2.6984695815201416,4.936131239432531,2220.0
10,10,4,14.8,13.32,0.0,inf,2220.0
11,10,4,14.8,13.32,4.521797588762503,2.9457311475203234,2220.0
12,10,4,14.8,13.32,0.0,inf,2220.0
13,10,4,14.8,13.32,0.0,inf,2220.0
14,10,4,14.8,13.32,3.4409289115156465,3.871047714883729,2220.0
15,10,4,14.8,13.32,0.0,inf,2220.0
16,10,4,14.8,13.32,0.0,inf,2220.0
17,10,4,14.8,13.32,5.71595485232165,2.3303193156940027,2220.0
18,10,4,14.8,13.32,3.9256390768376175,3.3930781050636503,2220.0
19,10,4,14.8,13.32,0.0,inf,2220.0
20,10,4,14.8,13.32,4.4017606040566335,3.0260618870831766,2220.0
21,10,4,14.8,13.32,0.0,inf,2220.0
22,10,4,14.8,13.32,0.0,inf,2220.0
23,10,4,14.8,13.32,0.28544065307764477,46.66469143894766,2220.0
0,10,5,18.5,16.650000000000002,0.0,inf,2775.0
1,10,5,18.5,16.650000000000002,1.9438815668528129,8.565336635686462,2775.0
2,10,5,18.5,16.650000000000002,5.062671819539148,3.2887772688998127,2775.0
3,10,5,18.5,16.650000000000002,0.0,inf,2775.0
4,10,5,18.5,16.650000000000002,0.0,inf,2775.0
5,10,5,18.5,16.650000000000002,0.0,inf,2775.0
6,10,5,18.5,16.650000000000002,0.0,inf,2775.0
7,10,5,18.5,16.650000000000002,4.435640284987604,3.7536858108967532,2775.0
8,10,5,18.5,16.650000000000002,2.5555782580045996,6.515159513448183,2775.0
9,10,5,18.5,16.650000000000002,2.6984695815201416,6.170164049290665,2775.0
10,10,5,18.5,16.650000000000002,0.0,inf,2775.0
11,10,5,18.5,16.650000000000002,4.521797588762503,3.6821639344004047,2775.0
12,10,5,18.5,16.650000000000002,0.0,inf,2775.0
13,10,5,18.5,16.650000000000002,0.0,inf,2775.0
14,10,5,18.5,16.650000000000002,3.4409289115156465,4.8388096436046615,2775.0
15,10,5,18.5,16.650000000000002,0.0,inf,2775.0
16,10,5,18.5,16.650000000000002,0.0,inf,2775.0
17,10,5,18.5,16.650000000000002,5.71595485232165,2.9128991446175037,2775.0
18,10,5,18.5,16.650000000000002,3.9256390768376175,4.241347631329563,2775.0
19,10,5,18.5,16.650000000000002,0.0,inf,2775.0
20,10,5,18.5,16.650000000000002,4.4017606040566335,3.7825773588539713,2775.0
21,10,5,18.5,16.650000000000002,0.0,inf,2775.0
22,10,5,18.5,16.650000000000002,0.0,inf,2775.0
23,10,5,18.5,16.650000000000002,0.28544065307764477,58.33086429868459,2775.0
0,10,6,22.2,19.98,0.0,inf,3330.0
1,10,6,22.2,19.98,1.9438815668528129,10.278403962823754,3330.0
2,10,6,22.2,19.98,5.062671819539148,3.9465327226797746,3330.0
3,10,6,22.2,19.98,0.0,inf,3330.0
4,10,6,22.2,19.98,0.0,inf,3330.0
5,10,6,22.2,19.98,0.0,inf,3330.0
6,10,6,22.2,19.98,0.0,inf,3330.0
7,10,6,22.2,19.98,4.435640284987604,4.504422973076103,3330.0
8,10,6,22.2,19.98,2.5555782580045996,7.818191416137819,3330.0
9,10,6,22.2,19.98,2.6984695815201416,7.404196859148796,3330.0
10,10,6,22.2,19.98,0.0,inf,3330.0
11,10,6,22.2,19.98,4.521797588762503,4.418596721280485,3330.0
12,10,6,22.2,19.98,0.0,inf,3330.0
13,10,6,22.2,19.98,0.0,inf,3330.0
14,10,6,22.2,19.98,3.4409289115156465,5.806571572325593,3330.0
15,10,6,22.2,19.98,0.0,inf,3330.0
16,10,6,22.2,19.98,0.0,inf,3330.0
17,10,6,22.2,19.98,5.71595485232165,3.4954789735410037,3330.0
18,10,6,22.2,19.98,3.9256390768376175,5.089617157595475,3330.0
19,10,6,22.2,19.98,0.0,inf,3330.0
20,10,6,22.2,19.98,4.4017606040566335,4.5390928306247655,3330.0
21,10,6,22.2,19.98,0.0,inf,3330.0
22,10,6,22.2,19.98,0.0,inf,3330.0
23,10,6,22.2,19.98,0.28544065307764477,69.99703715842149,3330.0
0,10,7,25.9,23.31,0.0,inf,3885.0
1,10,7,25.9,23.31,1.9438815668528129,11.991471289961046,3885.0
2,10,7,25.9,23.31,5.062671819539148,4.604288176459737,3885.0
3,10,7,25.9,23.31,0.0,inf,3885.0
4,10,7,25.9,23.31,0.0,inf,3885.0
5,10,7,25.9,23.31,0.0,inf,3885.0
6,10,7,25.9,23.31,0.0,inf,3885.0
7,10,7,25.9,23.31,4.435640284987604,5.255160135255454,3885.0
8,10,7,25.9,23.31,2.5555782580045996,9.121223318827454,3885.0
9,10,7,25.9,23.31,2.6984695815201416,8.638229669006929,3885.0
10,10,7,25.9,23.31,0.0,inf,3885.0
11,10,7,25.9,23.31,4.521797588762503,5.155029508160566,3885.0
12,10,7,25.9,23.31,0.0,inf,3885.0
13,10,7,25.9,23.31,0.0,inf,3885.0
14,10,7,25.9,23.31,3.4409289115156465,6.7743335010465255,3885.0
15,10,7,25.9,23.31,0.0,inf,3885.0
16,10,7,25.9,23.31,0.0,inf,3885.0
17,10,7,25.9,23.31,5.71595485232165,4.078058802464504,3885.0
18,10,7,25.9,23.31,3.9256390768376175,5.937886683861388,3885.0
19,10,7,25.9,23.31,0.0,inf,3885.0
20,10,7,25.9,23.31,4.4017606040566335,5.295608302395559,3885.0
21,10,7,25.9,23.31,0.0,inf,3885.0
22,10,7,25.9,23.31,0.0,inf,3885.0
23,10,7,25.9,23.31,0.28544065307764477,81.66321001815841,3885.0
0,10,8,29.6,26.64,0.0,inf,4440.0
1,10,8,29.6,26.64,1.9438815668528129,13.704538617098338,4440.0
2,10,8,29.6,26.64,5.062671819539148,5.2620436302397,4440.0
3,10,8,29.6,26.64,0.0,inf,4440.0
4,10,8,29.6,26.64,0.0,inf,4440.0
5,10,8,29.6,26.64,0.0,inf,4440.0
6,10,8,29.6,26.64,0.0,inf,4440.0
7,10,8,29.6,26.64,4.435640284987604,6.005897297434805,4440.0
8,10,8,29.6,26.64,2.5555782580045996,10.424255221517091,4440.0
9,10,8,29.6,26.64,2.6984695815201416,9.872262478865062,4440.0
10,10,8,29.6,26.64,0.0,inf,4440.0
11,10,8,29.6,26.64,4.521797588762503,5.891462295040647,4440.0
12,10,8,29.6,26.64,0.0,inf,4440.0
13,10,8,29.6,26.64,0.0,inf,4440.0
14,10,8,29.6,26.64,3.4409289115156465,7.742095429767458,4440.0
15,10,8,29.6,26.64,0.0,inf,4440.0
16,10,8,29.6,26.64,0.0,inf,4440.0
17,10,8,29.6,26.64,5.71595485232165,4.6606386313880055,4440.0
18,10,8,29.6,26.64,3.9256390768376175,6.7861562101273005,4440.0
19,10,8,29.6,26.64,0.0,inf,4440.0
20,10,8,29.6,26.64,4.4017606040566335,6.052123774166353,4440.0
21,10,8,29.6,26.64,0.0,inf,4440.0
22,10,8,29.6,26.64,0.0,inf,4440.0
23,10,8,29.6,26.64,0.28544065307764477,93.32938287789533,4440.0
0,10,9,33.3,29.97,0.0,inf,4995.0
1,10,9,33.3,29.97,1.9438815668528129,15.41760594423563,4995.0
2,10,9,33.3,29.97,5.062671819539148,5.919799084019662,4995.0
3,10,9,33.3,29.97,0.0,inf,4995.0
4,10,9,33.3,29.97,0.0,inf,4995.0
5,10,9,33.3,29.97,0.0,inf,4995.0
6,10,9,33.3,29.97,0.0,inf,4995.0
7,10,9,33.3,29.97,4.435640284987604,6.756634459614155,4995.0
8,10,9,33.3,29.97,2.5555782580045996,11.727287124206727,4995.0
9,10,9,33.3,29.97,2.6984695815201416,11.106295288723194,4995.0
10,10,9,33.3,29.97,0.0,inf,4995.0
11,10,9,33.3,29.97,4.521797588762503,6.627895081920728,4995.0
12,10,9,33.3,29.97,0.0,inf,4995.0
13,10,9,33.3,29.97,0.0,inf,4995.0
14,10,9,33.3,29.97,3.4409289115156465,8.70985735848839,4995.0
15,10,9,33.3,29.97,0.0,inf,4995.0
16,10,9,33.3,29.97,0.0,inf,4995.0
17,10,9,33.3,29.97,5.71595485232165,5.243218460311505,4995.0
18,10,9,33.3,29.97,3.9256390768376175,7.634425736393212,4995.0
19,10,9,33.3,29.97,0.0,inf,4995.0
20,10,9,33.3,29.97,4.4017606040566335,6.808639245937147,4995.0
21,10,9,33.3,29.97,0.0,inf,4995.0
22,10,9,33.3,29.97,0.0,inf,4995.0
23,10,9,33.3,29.97,0.28544065307764477,104.99555573763224,4995.0
0,10,10,37.0,33.300000000000004,0.0,inf,5550.0
1,10,10,37.0,33.300000000000004,1.9438815668528129,17.130673271372924,5550.0
2,10,10,37.0,33.300000000000004,5.062671819539148,6.577554537799625,5550.0
3,10,10,37.0,33.300000000000004,0.0,inf,5550.0
4,10,10,37.0,33.300000000000004,0.0,inf,5550.0
5,10,10,37.0,33.300000000000004,0.0,inf,5550.0
6,10,10,37.0,33.300000000000004,0.0,inf,5550.0
7,10,10,37.0,33.300000000000004,4.435640284987604,7.5073716217935065,5550.0
8,10,10,37.0,33.300000000000004,2.5555782580045996,13.030319026896366,5550.0
9,10,10,37.0,33.300000000000004,2.6984695815201416,12.34032809858133,5550.0
10,10,10,37.0,33.300000000000004,0.0,inf,5550.0
11,10,10,37.0,33.300000000000004,4.521797588762503,7.364327868800809,5550.0
12,10,10,37.0,33.300000000000004,0.0,inf,5550.0
13,10,10,37.0,33.300000000000004,0.0,inf,5550.0
14,10,10,37.0,33.300000000000004,3.4409289115156465,9.677619287209323,5550.0
15,10,10,37.0,33.300000000000004,0.0,inf,5550.0
16,10,10,37.0,33.300000000000004,0.0,inf,5550.0
17,10,10,37.0,33.300000000000004,5.71595485232165,5.825798289235007,5550.0
18,10,10,37.0,33.300000000000004,3.9256390768376175,8.482695262659126,5550.0
19,10,10,37.0,33.300000000000004,0.0,inf,5550.0
20,10,10,37.0,33.300000000000004,4.4017606040566335,7.565154717707943,5550.0
